,Accession,HieVi_l0,HieVi_l1,HieVi_l2,HieVi_l3
16149,MZ375323,3657,1081,1011,775
16150,MZ375324,-1,1081,1011,775
16151,MZ375325,3500,1081,1011,775
16152,MZ375326,3727,1081,1011,775
16153,MZ375327,-1,1081,1011,775
16154,MZ375328,3500,1081,1011,775
16155,MZ375329,3758,1081,1011,775
16156,MZ375330,-1,1081,1011,775
16157,MZ375331,3598,1081,1011,775
16158,MZ375332,3758,1081,1011,775
16159,MZ375333,-1,1081,1011,775
16160,MZ375334,3758,1081,1011,775
16161,MZ375335,-1,1081,1011,775
16162,MZ375336,-1,1081,1011,775
16163,MZ375337,3761,1081,1011,775
16164,MZ375338,-1,1081,1011,775
16165,MZ375339,3768,1081,1011,775
16166,MZ375340,3769,1081,1011,775
16167,MZ375341,3769,1081,1011,775
16168,MZ375342,3727,1081,1011,775
16169,MZ375343,3769,1081,1011,775
16170,MZ375344,3761,1081,1011,775
16171,MZ375345,-1,1081,1011,775
16172,MZ375346,-1,1081,1011,775
16173,MZ375347,3768,1081,1011,775
16174,MZ375348,3768,1081,1011,775
16175,MZ375349,-1,1081,1011,775
16176,MZ375350,-1,1081,1011,775
16177,MZ375351,-1,1081,1011,775
16178,MZ375352,-1,1081,1011,775
16179,MZ375353,3727,1081,1011,775
16180,MZ375354,-1,1081,1011,775
16181,MZ375355,-1,1081,1011,775
16182,MZ375356,5342,633,595,742
16183,MZ375357,5330,1676,1543,742
16184,MZ375358,-1,1676,1543,742
16185,MZ375754,1109,1082,1012,776
16186,MZ384014,-1,-1,-1,-1
16187,MZ388551,4905,631,593,208
16188,MZ388552,4029,1083,1013,593
16189,MZ388553,4213,1222,1133,360
16190,MZ388554,2181,1084,1014,663
16191,MZ388555,5263,491,463,360
16192,MZ388556,2265,828,774,592
16193,MZ394712,-1,434,408,258
16194,MZ398021,-1,-1,-1,1021
16195,MZ398135,3139,1085,1015,777
16196,MZ398136,3139,1085,1015,777
16197,MZ398240,3843,860,803,614
16198,MZ398241,3843,860,803,614
16199,MZ398242,-1,1449,1327,807
16200,MZ398243,4868,214,203,742
16201,MZ398244,2891,-1,-1,1013
16202,MZ398245,-1,-1,1325,1021
16203,MZ398246,-1,1432,595,742
16204,MZ398247,2813,1066,1064,1031
16205,MZ398248,5100,791,738,742
16206,MZ399596,3139,1085,1015,777
16207,MZ401005,834,-1,1016,778
16208,MZ401006,1539,1383,1272,76
16209,MZ401007,834,1086,1016,778
16210,MZ401008,834,1086,1016,778
16211,MZ401009,834,1086,1016,778
16212,MZ402608,-1,245,231,195
16213,MZ417315,4957,1145,1066,310
16214,MZ417316,4788,1145,1066,310
16215,MZ417317,4788,1145,1066,310
16216,MZ417318,4788,1145,1066,310
16217,MZ417319,4970,1145,1066,310
16218,MZ417320,-1,1145,1066,310
16219,MZ417321,-1,1145,1066,310
16220,MZ417322,4938,1145,1066,310
16221,MZ417323,4838,1145,1066,310
16222,MZ417324,4788,1145,1066,310
16223,MZ417325,4838,1145,1066,310
16224,MZ417326,4763,1423,1066,310
16225,MZ417327,-1,1145,1066,310
16226,MZ417328,4954,1145,1066,310
16227,MZ417329,4832,1145,1066,310
16228,MZ417330,4832,1145,1066,310
16229,MZ417331,-1,1145,1066,310
16230,MZ417332,-1,1145,1066,310
16231,MZ417333,4788,1145,1066,310
16232,MZ417334,4788,1145,1066,310
16233,MZ417335,4788,1145,1066,310
16234,MZ417336,4841,1088,1018,310
16235,MZ417337,4971,1145,1066,310
16236,MZ417338,4783,1087,1017,310
16237,MZ417339,4840,1088,1018,310
16238,MZ417340,4954,1145,1066,310
16239,MZ417341,4783,1087,1017,310
16240,MZ417342,4783,1087,1017,310
16241,MZ417343,4841,1088,1018,310
16242,MZ417344,4832,1145,1066,310
16243,MZ417345,4971,1145,1066,310
16244,MZ417346,4970,1145,1066,310
16245,MZ417347,4957,1145,1066,310
16246,MZ417348,4840,1088,1018,310
16247,MZ417349,2981,67,61,202
16248,MZ417350,4954,1145,1066,310
16249,MZ417351,2935,-1,61,202
16250,MZ417352,-1,-1,-1,202
16251,MZ417353,-1,-1,-1,202
16252,MZ417354,4957,1145,1066,310
16253,MZ417521,-1,633,595,742
16254,MZ420150,-1,359,386,310
16255,MZ420230,-1,766,716,562
16256,MZ422438,-1,-1,-1,-1
16257,MZ424863,2029,-1,-1,-1
16258,MZ424864,3299,1100,1028,784
16259,MZ424865,3523,1685,1339,1031
16260,MZ427930,-1,1145,1066,310
16261,MZ428221,3372,1449,1327,807
16262,MZ428222,3290,1449,1327,807
16263,MZ428223,-1,1449,1327,807
16264,MZ428224,3804,1449,1327,807
16265,MZ428225,-1,1449,1327,807
16266,MZ428226,4423,1449,1327,807
16267,MZ428227,4301,1449,1327,807
16268,MZ428228,-1,1449,1327,807
16269,MZ428229,-1,1462,1339,1031
16270,MZ428230,-1,-1,-1,-1
16271,MZ436628,1543,-1,-1,-1
16272,MZ436830,5666,633,595,742
16273,MZ440881,3348,1320,1221,775
16274,MZ443769,4680,1089,1019,779
16275,MZ443770,4757,1089,1019,779
16276,MZ443771,4758,1089,1019,779
16277,MZ443772,4758,1089,1019,779
16278,MZ443773,4758,1089,1019,779
16279,MZ443774,-1,1089,1019,779
16280,MZ443776,4697,1089,1019,779
16281,MZ443777,4697,1089,1019,779
16282,MZ443778,-1,1089,1019,779
16283,MZ443779,4735,1089,1019,779
16284,MZ443780,4757,1089,1019,779
16285,MZ443782,4745,1089,1019,779
16286,MZ443783,4745,1089,1019,779
16287,MZ443784,4745,1089,1019,779
16288,MZ443785,4745,1089,1019,779
16289,MZ443786,4746,1089,1019,779
16290,MZ443787,4746,1089,1019,779
16291,MZ443788,4736,1089,1019,779
16292,MZ443789,4736,1089,1019,779
16293,MZ444140,-1,1460,1338,571
16294,MZ447858,1778,1090,1020,780
16295,MZ447863,620,1091,1021,781
16296,MZ456034,4311,1433,1314,1015
16297,MZ456035,3845,1400,510,404
16298,MZ456036,-1,573,542,645
16299,MZ456037,-1,1438,1318,1016
16300,MZ456038,4211,263,1129,454
16301,MZ456039,4295,1218,1129,454
16302,MZ456352,-1,-1,-1,742
16303,MZ462995,-1,-1,-1,-1
16304,MZ474488,-1,-1,-1,-1
16305,MZ474489,355,-1,-1,-1
16306,MZ474490,-1,-1,-1,-1
16307,MZ474491,-1,-1,-1,-1
16308,MZ475891,-1,1089,1019,779
16309,MZ475892,4720,1089,1019,779
16310,MZ475893,4721,1089,1019,779
16311,MZ475894,4721,1089,1019,779
16312,MZ475895,4720,1089,1019,779
16313,MZ475896,4720,1089,1019,779
16314,MZ475897,4720,1089,1019,779
16315,MZ475898,-1,1089,1019,779
16316,MZ477002,5042,1092,1022,742
16317,MZ488273,-1,-1,-1,-1
16318,MZ489634,3318,1093,1011,775
16319,MZ496292,-1,-1,-1,-1
16320,MZ496293,1641,-1,-1,-1
16321,MZ496294,-1,-1,-1,-1
16322,MZ501046,-1,633,595,742
16323,MZ501047,5578,633,595,742
16324,MZ501048,5428,849,794,742
16325,MZ501049,3617,1162,1081,258
16326,MZ501050,-1,633,595,742
16327,MZ501051,-1,181,168,807
16328,MZ501052,-1,633,595,742
16329,MZ501053,3259,878,1327,807
16330,MZ501054,5436,849,794,742
16331,MZ501055,-1,1462,1339,1031
16332,MZ501056,-1,633,595,742
16333,MZ501057,-1,216,205,177
16334,MZ501058,-1,1432,595,742
16335,MZ501059,-1,1136,1059,807
16336,MZ501060,-1,849,794,742
16337,MZ501061,-1,849,794,742
16338,MZ501062,5307,849,794,742
16339,MZ501063,5306,1355,1250,742
16340,MZ501064,-1,1462,1339,1031
16341,MZ501065,-1,633,595,742
16342,MZ501066,5663,633,595,742
16343,MZ501067,-1,633,595,742
16344,MZ501068,-1,216,205,177
16345,MZ501069,-1,1136,1059,807
16346,MZ501070,-1,1362,1256,973
16347,MZ501071,3366,1683,1550,177
16348,MZ501072,5602,1432,595,742
16349,MZ501073,5337,849,794,742
16350,MZ501074,-1,1432,595,742
16351,MZ501075,-1,1432,595,742
16352,MZ501076,-1,1432,595,742
16353,MZ501077,3283,1487,1059,807
16354,MZ501078,-1,1080,1339,1031
16355,MZ501079,3406,1136,1059,807
16356,MZ501080,-1,-1,-1,807
16357,MZ501081,2725,1080,1339,1031
16358,MZ501082,-1,849,794,742
16359,MZ501083,5446,849,794,742
16360,MZ501084,5265,1355,1250,742
16361,MZ501085,3284,1487,1059,807
16362,MZ501086,5544,848,793,742
16363,MZ501087,-1,-1,168,807
16364,MZ501088,-1,1362,1256,973
16365,MZ501089,-1,633,595,742
16366,MZ501090,3406,1136,1059,807
16367,MZ501091,-1,1683,1550,177
16368,MZ501092,3476,910,1059,807
16369,MZ501093,-1,849,794,742
16370,MZ501094,5452,849,794,742
16371,MZ501095,-1,1362,1256,973
16372,MZ501096,5674,633,595,742
16373,MZ501097,-1,1362,1256,973
16374,MZ501098,-1,633,595,742
16375,MZ501099,3308,1136,1059,807
16376,MZ501100,5226,1355,1250,742
16377,MZ501101,-1,1136,1059,807
16378,MZ501102,5451,849,794,742
16379,MZ501103,-1,1432,595,742
16380,MZ501104,-1,1683,1550,177
16381,MZ501105,-1,1432,595,742
16382,MZ501106,-1,633,595,742
16383,MZ501107,-1,1362,1256,973
16384,MZ501108,-1,1432,595,742
16385,MZ501109,-1,1432,595,742
16386,MZ501110,-1,1683,1550,177
16387,MZ501111,-1,849,794,742
16388,MZ501112,-1,1683,1550,177
16389,MZ501113,-1,633,595,742
16390,MZ501260,4894,1165,386,310
16391,MZ501261,4894,1165,386,310
16392,MZ501262,4894,1165,386,310
16393,MZ501263,4894,1165,386,310
16394,MZ501264,3175,798,744,129
16395,MZ501265,-1,1165,386,310
16396,MZ501266,2711,-1,-1,-1
16397,MZ501267,-1,793,740,571
16398,MZ501268,-1,268,274,571
16399,MZ501269,-1,-1,-1,668
16400,MZ501270,1792,-1,-1,-1
16401,MZ501271,-1,-1,-1,-1
16402,MZ501272,2523,840,786,1076
16403,MZ502379,-1,633,595,742
16404,MZ502380,5634,633,595,742
16405,MZ503612,-1,-1,-1,-1
16406,MZ503613,-1,-1,-1,-1
16407,MZ504876,5416,633,595,742
16408,MZ504877,5376,633,595,742
16409,MZ504878,5427,633,595,742
16410,MZ504995,2672,1690,1556,1021
16411,MZ506873,-1,-1,-1,-1
16412,MZ514874,1824,1094,1023,968
16413,MZ516527,-1,-1,-1,-1
16414,MZ516827,2687,1224,1135,874
16415,MZ520832,-1,1355,1250,742
16416,MZ520833,1397,1256,1163,562
16417,MZ547449,2408,-1,-1,782
16418,MZ553930,-1,1313,1214,938
16419,MZ553931,3024,126,123,111
16420,MZ560701,-1,633,595,742
16421,MZ560702,-1,633,595,742
16422,MZ560703,3342,1364,873,668
16423,MZ561532,5532,633,595,742
16424,MZ568826,-1,-1,-1,-1
16425,MZ568827,846,-1,-1,-1
16426,MZ568828,-1,-1,-1,355
16427,MZ568829,-1,-1,-1,-1
16428,MZ570151,-1,1432,595,742
16429,MZ570263,-1,-1,-1,-1
16430,MZ570427,620,1091,1021,781
16431,MZ570582,2820,-1,917,202
16432,MZ571827,3001,1244,1028,784
16433,MZ571828,5408,1432,595,742
16434,MZ571829,5454,633,595,742
16435,MZ571830,5383,1432,595,742
16436,MZ571831,-1,1449,1327,807
16437,MZ571832,-1,1685,1339,1031
16438,MZ571833,3808,1449,1327,807
16439,MZ571834,-1,1449,1327,807
16440,MZ573780,4788,1145,1066,310
16441,MZ573923,5110,1145,1066,310
16442,MZ573924,2876,1095,1024,1013
16443,MZ574429,4375,135,127,116
16444,MZ574430,4375,135,127,116
16445,MZ574431,4375,135,127,116
16446,MZ574432,4375,135,127,116
16447,MZ574433,4375,135,127,116
16448,MZ576217,-1,1499,873,668
16449,MZ576218,-1,1499,873,668
16450,MZ577095,3334,1096,1025,783
16451,MZ577096,3334,1096,1025,783
16452,MZ577097,3334,1096,1025,783
16453,MZ577098,3334,1096,1025,783
16454,MZ592920,-1,-1,-1,-1
16455,MZ592921,-1,1224,1135,874
16456,MZ592922,-1,1325,1226,948
16457,MZ593174,-1,347,326,268
16458,MZ593728,-1,344,323,266
16459,MZ598487,2506,840,786,1076
16460,MZ598515,-1,1449,1327,807
16461,MZ602146,-1,-1,1028,784
16462,MZ602147,-1,88,84,742
16463,MZ602148,5582,633,595,742
16464,MZ605292,4519,-1,-1,176
16465,MZ605293,5107,857,801,742
16466,MZ611865,1408,1252,1158,899
16467,MZ612110,-1,-1,-1,-1
16468,MZ612130,-1,633,595,742
16469,MZ614453,1809,-1,-1,-1
16470,MZ616364,5244,1432,595,742
16471,MZ618622,-1,-1,323,266
16472,MZ622157,-1,888,831,593
16473,MZ622158,4381,888,831,593
16474,MZ622159,4054,966,901,1015
16475,MZ622160,3525,795,742,358
16476,MZ622161,4263,639,601,454
16477,MZ622162,4205,121,115,103
16478,MZ622163,-1,888,831,593
16479,MZ622164,4107,761,711,454
16480,MZ622165,-1,-1,-1,454
16481,MZ622166,3825,539,510,404
16482,MZ622167,3507,956,892,594
16483,MZ622168,-1,828,774,592
16484,MZ622169,4328,1097,1026,593
16485,MZ622170,2827,1438,1318,1016
16486,MZ622171,4597,1098,1314,1015
16487,MZ622172,-1,900,843,645
16488,MZ622173,5246,900,843,645
16489,MZ622174,4852,491,463,360
16490,MZ622175,3356,1099,1027,643
16491,MZ622176,-1,563,532,1015
16492,MZ622177,4491,756,707,559
16493,MZ622178,3564,111,107,96
16494,MZ622179,4461,1217,1128,869
16495,MZ622180,732,970,905,693
16496,MZ622181,-1,192,179,162
16497,MZ622182,4597,1098,1314,1015
16498,MZ622183,4053,829,775,593
16499,MZ622713,-1,765,715,571
16500,MZ634338,3213,1100,1028,784
16501,MZ634339,3212,1100,1028,784
16502,MZ634340,3213,1100,1028,784
16503,MZ634341,-1,1676,1543,742
16504,MZ634342,3212,1100,1028,784
16505,MZ634343,3212,1100,1028,784
16506,MZ634344,-1,1432,595,742
16507,MZ634345,-1,1449,1327,807
16508,MZ634346,-1,1449,1327,807
16509,MZ634347,5454,633,595,742
16510,MZ634348,3817,1449,1327,807
16511,MZ634349,5454,633,595,742
16512,MZ634350,3817,1449,1327,807
16513,MZ634351,-1,1449,1327,807
16514,MZ643249,2416,341,320,264
16515,MZ643272,4902,1145,1066,310
16516,MZ648031,-1,970,905,693
16517,MZ648032,3990,1134,1057,806
16518,MZ648033,4395,627,589,456
16519,MZ648034,-1,555,525,1015
16520,MZ648035,4527,1217,1128,869
16521,MZ648036,4394,627,589,456
16522,MZ648037,4470,306,289,239
16523,MZ648038,-1,900,843,645
16524,MZ648039,3954,1134,1057,806
16525,MZ648040,3977,1134,1057,806
16526,MZ648041,4834,900,843,645
16527,MZ648214,-1,214,203,742
16528,MZ648215,2809,1066,1064,1031
16529,MZ666130,1866,350,329,931
16530,MZ666938,-1,-1,-1,-1
16531,MZ666939,-1,-1,-1,-1
16532,MZ666965,-1,-1,-1,-1
16533,MZ666966,-1,-1,-1,-1
16534,MZ669808,-1,-1,-1,807
16535,MZ675741,1818,-1,-1,-1
16536,MZ681505,4510,888,831,593
16537,MZ681506,3707,1101,1029,785
16538,MZ681507,3269,1223,1134,873
16539,MZ681508,4118,563,532,1015
16540,MZ681509,4293,625,586,454
16541,MZ681510,-1,605,565,559
16542,MZ681511,5198,631,593,208
16543,MZ681512,5039,491,463,360
16544,MZ681513,4393,1399,1286,993
16545,MZ681514,4089,-1,-1,454
16546,MZ681515,4211,263,1129,454
16547,MZ681516,4309,1433,1314,1015
16548,MZ681517,4296,1218,1129,454
16549,MZ681518,4288,786,734,1015
16550,MZ681519,4913,491,463,360
16551,MZ681520,5218,900,843,645
16552,MZ681930,5632,633,595,742
16553,MZ687409,3111,126,123,111
16554,MZ701794,1768,1699,1563,1226
16555,MZ707156,-1,633,595,742
16556,MZ707157,-1,633,595,742
16557,MZ712044,2373,344,323,266
16558,MZ726791,5346,848,793,742
16559,MZ726792,5346,848,793,742
16560,MZ726793,5313,1355,1250,742
16561,MZ726794,2750,1066,1064,1031
16562,MZ726795,-1,633,595,742
16563,MZ726796,-1,-1,1011,775
16564,MZ726797,3249,1331,1232,953
16565,MZ727332,84,-1,-1,-1
16566,MZ727333,-1,-1,-1,-1
16567,MZ727334,-1,-1,-1,-1
16568,MZ747508,4090,422,398,318
16569,MZ747509,-1,966,901,1015
16570,MZ747510,4185,1222,1133,360
16571,MZ747511,4142,596,559,587
16572,MZ747512,4245,-1,463,360
16573,MZ747513,3750,1677,498,397
16574,MZ747514,4175,786,734,1015
16575,MZ747515,3354,820,766,585
16576,MZ747516,3707,1101,1029,785
16577,MZ747517,4385,1181,1314,1015
16578,MZ747518,2876,1095,1024,1013
16579,MZ747519,4893,491,463,360
16580,MZ747520,2118,816,762,592
16581,MZ747521,-1,1181,1314,1015
16582,MZ747522,3026,1102,1030,786
16583,MZ751040,4821,1391,1279,310
16584,MZ753803,5672,633,595,742
16585,MZ773648,-1,-1,251,213
16586,MZ773939,2012,-1,-1,119
16587,MZ779062,2192,55,49,46
16588,MZ779063,1707,1103,1031,787
16589,MZ803112,1498,-1,-1,-1
16590,MZ818790,102,-1,-1,-1
16591,MZ820083,3682,1677,498,397
16592,MZ820084,3368,1104,1032,643
16593,MZ820085,4562,424,593,208
16594,MZ820086,-1,533,503,399
16595,MZ820087,3707,1101,1029,785
16596,MZ820088,3954,1134,1057,806
16597,MZ820089,2552,1345,1244,964
16598,MZ820090,-1,1098,1314,1015
16599,MZ820091,3954,1134,1057,806
16600,MZ820092,4038,1134,1057,806
16601,MZ820093,4579,1419,1302,1005
16602,MZ820094,4579,1419,1302,1005
16603,MZ820095,4626,1419,1302,1005
16604,MZ821031,955,-1,-1,-1
16605,MZ826344,2517,840,786,1076
16606,MZ826345,2481,840,786,1076
16607,MZ826346,2507,840,786,1076
16608,MZ826347,2517,840,786,1076
16609,MZ826348,2522,840,786,1076
16610,MZ826349,2523,840,786,1076
16611,MZ826350,5174,857,801,742
16612,MZ826351,2522,840,786,1076
16613,MZ826352,2506,840,786,1076
16614,MZ826353,5175,857,801,742
16615,MZ826354,-1,840,786,1076
16616,MZ826699,3250,1435,1316,807
16617,MZ826764,5401,1676,1543,742
16618,MZ832314,-1,-1,873,668
16619,MZ833439,2605,1105,1339,1031
16620,MZ836210,3275,1106,1033,775
16621,MZ851152,2409,-1,963,738
16622,MZ856343,-1,631,593,208
16623,MZ868638,-1,633,595,742
16624,MZ868713,5172,857,801,742
16625,MZ868714,2754,902,845,647
16626,MZ868715,2753,902,845,647
16627,MZ868716,-1,902,845,647
16628,MZ868717,2753,902,845,647
16629,MZ868718,2005,191,178,161
16630,MZ868724,2897,347,326,268
16631,MZ868725,3072,347,326,268
16632,MZ868726,2829,347,326,268
16633,MZ870514,2287,-1,846,680
16634,MZ890186,-1,633,595,742
16635,MZ892903,5480,633,595,742
16636,MZ892987,-1,-1,-1,-1
16637,MZ892988,1838,-1,-1,788
16638,MZ892989,1838,-1,-1,788
16639,MZ892990,1854,-1,-1,532
16640,MZ892991,1859,-1,-1,729
16641,MZ892992,-1,-1,-1,-1
16642,MZ892993,-1,-1,-1,-1
16643,MZ911962,-1,1683,1550,177
16644,MZ923504,-1,-1,-1,-1
16645,MZ923531,2627,1143,1064,1031
16646,MZ926748,-1,-1,-1,-1
16647,MZ927745,-1,1469,1337,1028
16648,MZ927746,3035,1469,1337,1028
16649,MZ936314,-1,347,326,268
16650,MZ936315,3107,347,326,268
16651,MZ936316,-1,347,326,268
16652,MZ955866,3786,1364,873,668
16653,MZ955867,3725,417,393,258
16654,MZ955869,-1,1397,1284,991
16655,MZ955870,-1,-1,-1,-1
16656,MZ958744,-1,491,463,360
16657,MZ958745,4606,631,593,208
16658,MZ958746,3962,829,775,593
16659,MZ958747,4088,302,287,239
16660,MZ958748,4328,1097,1026,593
16661,MZ958749,3496,898,841,643
16662,MZ958750,4604,1419,1302,1005
16663,MZ967493,-1,347,326,268
16664,MZ969012,4162,1321,1222,360
16665,MZ969646,-1,1392,1280,310
16666,MZ983385,-1,-1,-1,-1
16667,MZ995503,2367,1108,1035,789
16668,MZ995504,1458,1107,1034,1045
16669,MZ995505,1539,-1,1272,76
16670,MZ995506,2367,1108,1035,789
16671,MZ997838,-1,-1,873,668
16672,MZ997839,-1,1429,1312,1013
16673,MZ997840,3043,1429,1312,1013
16674,MZ997841,3043,1429,1312,1013
16675,OK018136,2902,1069,1000,901
16676,OK018184,-1,633,595,742
16677,OK019720,3291,1179,1327,807
16678,OK040170,4751,850,795,571
16679,OK040171,5091,1109,801,742
16680,OK040777,-1,-1,-1,785
16681,OK040778,4273,306,289,239
16682,OK040779,3543,540,511,560
16683,OK040780,3866,-1,-1,1064
16684,OK040781,757,970,905,693
16685,OK040782,4273,306,289,239
16686,OK040783,742,970,905,693
16687,OK040784,4717,306,289,239
16688,OK040785,3506,956,892,594
16689,OK040786,3929,1110,724,593
16690,OK040787,-1,922,1174,208
16691,OK040788,4566,1111,1036,790
16692,OK040789,5188,631,593,208
16693,OK040790,-1,-1,1156,896
16694,OK040791,5053,555,525,1015
16695,OK040792,4193,1112,1037,791
16696,OK040793,4446,1250,1156,896
16697,OK040794,-1,-1,-1,742
16698,OK040806,5447,848,793,742
16699,OK040807,5447,848,793,742
16700,OK040907,5638,633,595,742
16701,OK041467,-1,-1,-1,-1
16702,OK041468,-1,1528,1397,1075
16703,OK041469,3375,-1,-1,792
16704,OK042080,-1,-1,-1,1031
16705,OK042081,-1,-1,-1,-1
16706,OK073976,4191,1113,1038,655
16707,OK076929,5674,633,595,742
16708,OK085710,1334,1114,1039,793
16709,OK094519,2470,1530,1398,1076
16710,OK094664,1219,1334,1234,955
16711,OK094665,-1,1459,1337,1028
16712,OK094707,2317,1115,1040,794
16713,OK095358,1969,-1,-1,28
16714,OK108607,5614,1432,595,742
16715,OK108608,-1,1364,873,668
16716,OK108609,3839,1364,873,668
16717,OK129343,4191,1113,1038,655
16718,OK138555,-1,1449,1327,807
16719,OK138556,-1,1685,1339,1031
16720,OK143207,-1,1432,595,742
16721,OK143508,3741,1364,873,668
16722,OK148439,4342,912,854,655
16723,OK148440,4868,214,203,742
16724,OK148441,-1,633,595,742
16725,OK149171,-1,-1,-1,-1
16726,OK149215,3004,1462,1339,1031
16727,OK149216,-1,-1,-1,-1
16728,OK169616,-1,1364,873,668
16729,OK172329,-1,-1,-1,-1
16730,OK173051,-1,-1,297,246
16731,OK181169,-1,-1,-1,-1
16732,OK210074,-1,1066,1064,1031
16733,OK210075,-1,-1,-1,-1
16734,OK210077,5226,1355,1250,742
16735,OK216879,4366,1420,1303,645
16736,OK247671,1585,-1,-1,728
16737,OK254197,-1,1432,595,742
16738,OK254198,-1,633,595,742
16739,OK258138,2895,1116,1041,901
16740,OK258139,5174,857,801,742
16741,OK258140,2343,-1,-1,-1
16742,OK268422,1881,1117,1042,795
16743,OK268423,1888,1117,1042,795
16744,OK268424,1888,1117,1042,795
16745,OK268425,1881,1117,1042,795
16746,OK268426,1881,1117,1042,795
16747,OK268427,1881,1117,1042,795
16748,OK272470,-1,1355,1250,742
16749,OK272471,3589,1136,1059,807
16750,OK272472,-1,848,793,742
16751,OK272473,5655,633,595,742
16752,OK272474,3590,1362,1256,973
16753,OK272476,5655,633,595,742
16754,OK272477,-1,1432,595,742
16755,OK272478,3702,1136,1059,807
16756,OK272479,3406,1136,1059,807
16757,OK272480,-1,1432,595,742
16758,OK272481,3589,1136,1059,807
16759,OK272482,5446,849,794,742
16760,OK272483,-1,1136,1059,807
16761,OK272484,5643,633,595,742
16762,OK272485,-1,1136,1059,807
16763,OK272486,3501,1136,1059,807
16764,OK272487,3406,1136,1059,807
16765,OK272488,-1,1362,1256,973
16766,OK272489,3501,1136,1059,807
16767,OK272490,-1,848,793,742
16768,OK274152,5651,633,595,742
16769,OK274245,2400,-1,-1,939
16770,OK275491,5175,857,801,742
16771,OK275492,3606,1688,1554,1221
16772,OK275493,-1,1688,1554,1221
16773,OK275494,1783,1118,1043,796
16774,OK275495,2895,1116,1041,901
16775,OK275722,5670,633,595,742
16776,OK283305,3439,-1,-1,86
16777,OK283306,3439,-1,-1,86
16778,OK283618,5019,848,793,742
16779,OK283619,5567,1676,1543,742
16780,OK288022,5604,1432,595,742
16781,OK310502,4669,1419,1302,1005
16782,OK310503,2226,256,242,592
16783,OK310504,766,970,905,693
16784,OK310505,4717,306,289,239
16785,OK310506,3699,898,841,643
16786,OK310512,3488,1362,1256,973
16787,OK310513,3488,1362,1256,973
16788,OK310514,3488,1362,1256,973
16789,OK318957,4566,1111,1036,790
16790,OK318958,3600,1677,498,397
16791,OK318959,4499,786,734,1015
16792,OK318960,4508,122,117,645
16793,OK318961,3421,1455,1331,643
16794,OK318991,2400,1314,1215,939
16795,OK319016,2784,1119,1044,797
16796,OK322699,5509,1676,1543,742
16797,OK330455,-1,1459,1337,1028
16798,OK330456,3122,1459,1337,1028
16799,OK331996,-1,633,595,742
16800,OK335775,5532,633,595,742
16801,OK335783,2784,1119,1044,797
16802,OK338687,146,-1,-1,-1
16803,OK340817,1885,1117,1042,795
16804,OK340818,1885,1117,1042,795
16805,OK340819,1885,1117,1042,795
16806,OK340820,3426,1015,949,727
16807,OK340821,3426,1015,949,727
16808,OK340822,3426,1015,949,727
16809,OK349506,2785,1224,1135,874
16810,OK349507,3180,1120,1045,177
16811,OK349510,-1,1165,386,310
16812,OK357457,3805,1364,873,668
16813,OK381870,4575,718,1356,1048
16814,OK412919,3976,572,1057,806
16815,OK428535,-1,289,274,571
16816,OK428602,5099,1121,1046,742
16817,OK483199,4576,1480,1356,1048
16818,OK483201,3956,1325,1226,948
16819,OK483342,-1,1501,1371,742
16820,OK490361,-1,-1,-1,-1
16821,OK490394,1387,1124,1049,799
16822,OK490395,1419,1122,1047,562
16823,OK490396,1387,1124,1049,799
16824,OK490397,1419,1122,1047,562
16825,OK490398,1387,1124,1049,799
16826,OK490399,1420,1122,1047,562
16827,OK490400,1389,1124,1049,799
16828,OK490401,1420,1122,1047,562
16829,OK490402,1389,1124,1049,799
16830,OK490403,1412,1122,1047,562
16831,OK490404,1387,1124,1049,799
16832,OK490405,1420,1122,1047,562
16833,OK490406,1387,1124,1049,799
16834,OK490407,1420,1122,1047,562
16835,OK490408,1386,-1,-1,804
16836,OK490409,1533,-1,-1,-1
16837,OK490410,2047,1123,1048,798
16838,OK490411,1420,1122,1047,562
16839,OK490412,1373,1127,1051,801
16840,OK490413,1410,1125,1047,562
16841,OK490414,-1,1124,1049,799
16842,OK490415,2047,1123,1048,798
16843,OK490416,2047,-1,-1,798
16844,OK490417,-1,-1,-1,-1
16845,OK490418,-1,-1,-1,-1
